Arrive Or Depart,Schedule,Airline,Flight Number,Gate,Terminal
D,1/24/2018 4:20:00 PM,Southwest Airlines,6405,C19,4
A,1/24/2018 4:20:00 PM,Southwest Airlines,6111,C7,4
A,1/24/2018 4:20:00 PM,Southwest Airlines,1889,C13,4
D,1/24/2018 4:21:00 PM,American Airlines,2083,A6,4
A,1/24/2018 4:21:00 PM,American Airlines,535,B23,4
A,1/24/2018 4:21:00 PM,Delta Air Lines,899,19,3
D,1/24/2018 4:22:00 PM,American Airlines,5927,B17,4
D,1/24/2018 4:24:00 PM,American Airlines,985,A23,4
A,1/24/2018 4:24:00 PM,Volaris,974,B26,4
D,1/24/2018 4:25:00 PM,American Airlines,3037,B1A,4
D,1/24/2018 4:25:00 PM,American Airlines,5831,B18,4
D,1/24/2018 4:25:00 PM,American Airlines,5877,B16,4
D,1/24/2018 4:25:00 PM,American Airlines,5942,B21,4
D,1/24/2018 4:25:00 PM,Southwest Airlines,1412,C17,4
D,1/24/2018 4:27:00 PM,American Airlines,3052,B19,4
D,1/24/2018 4:30:00 PM,American Airlines,500,B23,4
D,1/24/2018 4:30:00 PM,American Airlines,424,B6,4
D,1/24/2018 4:30:00 PM,American Airlines,925,A25,4
A,1/24/2018 4:30:00 PM,Southwest Airlines,1093,C18,4
A,1/24/2018 4:32:00 PM,American Airlines,1422,A19,4
A,1/24/2018 4:34:00 PM,American Airlines,5891,B22,4
D,1/24/2018 4:35:00 PM,American Airlines,614,A5,4
D,1/24/2018 4:35:00 PM,American Airlines,429,A18,4
D,1/24/2018 4:35:00 PM,American Airlines,1543,B7,4
D,1/24/2018 4:35:00 PM,Southwest Airlines,151,D6,4
A,1/24/2018 4:39:00 PM,Frontier Airlines,1865,20,3
D,1/24/2018 4:40:00 PM,American Airlines,2982,B1,4
D,1/24/2018 4:40:00 PM,American Airlines,1469,A7,4
D,1/24/2018 4:40:00 PM,Southwest Airlines,1739,D7,4
A,1/24/2018 4:40:00 PM,American Airlines,711,A3,4
A,1/24/2018 4:40:00 PM,Southwest Airlines,128,D3,4
A,1/24/2018 4:40:00 PM,Southwest Airlines,1474,D1,4
A,1/24/2018 4:43:00 PM,American Airlines,690,A22,4
A,1/24/2018 4:44:00 PM,American Airlines,589,A4,4
A,1/24/2018 4:44:00 PM,American Airlines,1829,A2,4
A,1/24/2018 4:44:00 PM,American Airlines,5853,B16,4
D,1/24/2018 4:45:00 PM,American Airlines,1455,A9,4
D,1/24/2018 4:50:00 PM,American Airlines,484,A21,4
D,1/24/2018 4:50:00 PM,Southwest Airlines,464,D8,4
A,1/24/2018 4:50:00 PM,Southwest Airlines,1878,C3,4
A,1/24/2018 4:50:00 PM,Southwest Airlines,1966,D6,4
A,1/24/2018 4:50:00 PM,Southwest Airlines,1905,C8,4
A,1/24/2018 4:51:00 PM,American Airlines,686,A20,4
A,1/24/2018 4:56:00 PM,American Airlines,636,A7,4
A,1/24/2018 4:57:00 PM,American Airlines,1458,B7,4
A,1/24/2018 4:58:00 PM,American Airlines,5803,B19,4
A,1/24/2018 4:59:00 PM,American Airlines,3146,B17,4
A,1/24/2018 4:59:00 PM,American Airlines,695,A27,4
D,1/24/2018 5:00:00 PM,Great Lakes Airlines,3042,9,2
A,1/24/2018 5:00:00 PM,Southwest Airlines,1657,C16,4
A,1/24/2018 5:03:00 PM,American Airlines,272,A11,4
D,1/24/2018 5:05:00 PM,Southwest Airlines,1093,C18,4
A,1/24/2018 5:05:00 PM,Southwest Airlines,776,C1,4
A,1/24/2018 5:08:00 PM,American Airlines,5712,B18,4
A,1/24/2018 5:09:00 PM,Delta Air Lines,796,17,3
A,1/24/2018 5:10:00 PM,American Airlines,502,B28,4
A,1/24/2018 5:10:00 PM,American Airlines,1371,A25,4
A,1/24/2018 5:11:00 PM,American Airlines,5912,B1A,4
A,1/24/2018 5:11:00 PM,American Airlines,1045,A9,4
A,1/24/2018 5:11:00 PM,United Airlines,1811,8,2
A,1/24/2018 5:13:00 PM,American Airlines,5876,B2,4
D,1/24/2018 5:15:00 PM,Southwest Airlines,1710,C7,4
D,1/26/2018 11:15:00 AM,Great Lakes Airlines,3036,9,2
D,1/26/2018 11:18:00 AM,American Airlines,5935,B16,4
D,1/26/2018 11:20:00 AM,American Airlines,767,A23,4
D,1/26/2018 11:20:00 AM,American Airlines,1977,A14,4
D,1/26/2018 11:20:00 AM,American Airlines,586,B4,4
D,1/26/2018 11:20:00 AM,Southwest Airlines,38,C1,4
D,1/26/2018 11:21:00 AM,American Airlines,5910,B21,4
D,1/26/2018 11:22:00 AM,American Airlines,6004,B17,4
D,1/26/2018 11:23:00 AM,United Airlines,1552,7,2
D,1/26/2018 11:24:00 AM,American Airlines,1646,A20,4
D,1/26/2018 11:25:00 AM,United Airlines,5435,5,2
D,1/26/2018 11:25:00 AM,American Airlines,669,A27,4
D,1/26/2018 11:25:00 AM,American Airlines,1382,A7,4
D,1/26/2018 11:25:00 AM,Southwest Airlines,985,C14,4
A,1/26/2018 11:30:00 AM,Delta Air Lines,1921,18,3
A,1/26/2018 11:30:00 AM,Southwest Airlines,2010,C2,4
A,1/26/2018 11:30:00 AM,Southwest Airlines,198,C19,4
D,1/26/2018 11:30:00 AM,American Airlines,684,A29,4
D,1/26/2018 11:30:00 AM,Southwest Airlines,696,C6,4
D,1/26/2018 11:30:00 AM,Southwest Airlines,2083,D7,4
D,1/26/2018 11:30:00 AM,Southwest Airlines,1714,C18,4
A,1/26/2018 11:35:00 AM,Southwest Airlines,446,D7,4
A,1/26/2018 11:35:00 AM,Southwest Airlines,345,C16,4
D,1/26/2018 11:35:00 AM,American Airlines,433,A5,4
D,1/26/2018 11:35:00 AM,American Airlines,663,A24,4
D,1/26/2018 11:35:00 AM,American Airlines,710,A8,4
D,1/26/2018 11:35:00 AM,Southwest Airlines,116,D2,4
D,1/26/2018 11:35:00 AM,Southwest Airlines,1919,C7,4
A,1/26/2018 11:40:00 AM,Southwest Airlines,6422,C7,4
A,1/26/2018 11:41:00 AM,United Airlines,1895,7,2
A,1/26/2018 11:43:00 AM,American Airlines,1057,A11,4
A,1/26/2018 11:45:00 AM,Southwest Airlines,972,D5,4
D,1/26/2018 11:45:00 AM,American Airlines,1431,A19,4
D,1/26/2018 11:45:00 AM,Frontier Airlines,1832,20,3
D,1/26/2018 11:45:00 AM,Southwest Airlines,6294,C3,4
D,1/26/2018 11:45:00 AM,Southwest Airlines,6844,D6,4
A,1/26/2018 11:46:00 AM,Delta Air Lines,5724,16,3
A,1/26/2018 11:47:00 AM,Delta Air Lines,1172,17,3
D,1/26/2018 11:49:00 AM,United Airlines,523,3,2
A,1/26/2018 11:50:00 AM,Southwest Airlines,1462,D4,4
D,1/26/2018 11:50:00 AM,Southwest Airlines,2071,D8,4
A,1/26/2018 11:54:00 AM,Air Canada,1837,B23,4
D,1/26/2018 11:54:00 AM,Delta Air Lines,1546,23,3
A,1/26/2018 11:55:00 AM,Southwest Airlines,1159,C11,4
A,1/26/2018 11:55:00 AM,Southwest Airlines,6,C1,4
D,1/26/2018 11:55:00 AM,American Airlines,560,A3,4
D,1/26/2018 11:55:00 AM,Southwest Airlines,1184,D3,4
D,1/26/2018 11:58:00 AM,United Airlines,1680,8,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:00:00 PM,Southwest Airlines,5623,D1,4
A,1/26/2018 12:00:00 PM,United Airlines,725,6B,2
D,1/26/2018 12:00:00 PM,Southwest Airlines,1106,C17,4
A,1/26/2018 12:01:00 PM,American Airlines,1986,A13,4
A,1/26/2018 12:03:00 PM,American Airlines,208,A9,4
A,1/26/2018 12:04:00 PM,Delta Air Lines,2154,19,3
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:05:00 PM,American Airlines,1785,A5,4
A,1/26/2018 12:05:00 PM,American Airlines,5934,B2,4
A,1/26/2018 12:05:00 PM,Southwest Airlines,806,C14,4
D,1/26/2018 12:05:00 PM,American Airlines,692,B25,4
A,1/26/2018 12:08:00 PM,American Airlines,2065,A2,4
A,1/26/2018 12:10:00 PM,Southwest Airlines,760,D2,4
A,1/26/2018 12:10:00 PM,Southwest Airlines,1390,C6,4
D,1/26/2018 12:10:00 PM,United Airlines,571,6A,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:14:00 PM,American Airlines,612,B6,4
D,1/26/2018 12:15:00 PM,Southwest Airlines,198,C19,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/26/2018 12:15:00 PM,Southwest Airlines,1367,C13,4
D,1/26/2018 12:16:00 PM,Delta Air Lines,5724,16,3
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:18:00 PM,American Airlines,483,A4,4
A,1/26/2018 12:20:00 PM,Southwest Airlines,852,D6,4
D,1/26/2018 12:20:00 PM,Southwest Airlines,2010,C7,4
D,1/26/2018 12:20:00 PM,Southwest Airlines,345,C16,4
A,1/26/2018 12:21:00 PM,American Airlines,668,A18,4
A,1/26/2018 12:22:00 PM,American Airlines,465,A24,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:24:00 PM,American Airlines,425,A7,4
D,1/26/2018 12:25:00 PM,Southwest Airlines,1730,C8,4
A,1/26/2018 12:26:00 PM,WestJet,1198,B27,4
A,1/26/2018 12:27:00 PM,American Airlines,600,A22,4
A,1/26/2018 12:28:00 PM,American Airlines,594,B9,4
A,1/26/2018 12:29:00 PM,American Airlines,1380,A25,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/26/2018 12:30:00 PM,Southwest Airlines,164,D7,4
D,1/26/2018 12:30:00 PM,Southwest Airlines,1896,D4,4
A,1/26/2018 12:34:00 PM,American Airlines,3154,B18,4
A,1/26/2018 12:35:00 PM,American Airlines,5895,A1,4
A,1/26/2018 12:35:00 PM,Southwest Airlines,753,C17,4
D,1/26/2018 12:35:00 PM,Southwest Airlines,972,D5,4
D,1/26/2018 12:35:00 PM,Southwest Airlines,687,C1,4
D,1/26/2018 12:36:00 PM,United Airlines,1209,7,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:37:00 PM,American Airlines,3002,B21,4
A,1/26/2018 12:38:00 PM,Alaska Airlines,644,10,2
A,1/26/2018 12:39:00 PM,American Airlines,2994,B20,4
A,1/26/2018 12:40:00 PM,American Airlines,5930,B5,4
A,1/26/2018 12:40:00 PM,Spirit Airlines,345,2,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:45:00 PM,American Airlines,1951,A20,4
A,1/26/2018 12:45:00 PM,Southwest Airlines,301,D8,4
D,1/26/2018 12:45:00 PM,Southwest Airlines,5475,C11,4
D,1/26/2018 12:45:00 PM,Southwest Airlines,5624,D1,4
D,1/26/2018 12:47:00 PM,Delta Air Lines,1172,17,3
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:50:00 PM,Sun Country Airlines,601,1,2
D,1/26/2018 12:50:00 PM,Southwest Airlines,760,D2,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 12:55:00 PM,Southwest Airlines,2112,C13,4
D,1/26/2018 12:55:00 PM,Southwest Airlines,1390,C6,4
A,1/26/2018 12:56:00 PM,WestJet,1402,B28,4
A,1/26/2018 12:59:00 PM,American Airlines,5925,B19,4
A,1/25/2018 7:09:00 PM,American Airlines,1896,A27,4
D,1/25/2018 7:10:00 PM,Spirit Airlines,1168,2,2
A,1/25/2018 7:10:00 PM,American Airlines,3036,B1,4
A,1/25/2018 7:10:00 PM,American Airlines,3050,B15A,4
A,1/25/2018 7:10:00 PM,American Airlines,5793,B19,4
A,1/25/2018 7:10:00 PM,American Airlines,5755,B20,4
A,1/25/2018 7:12:00 PM,Frontier Airlines,1845,20,3
A,1/25/2018 7:14:00 PM,American Airlines,1165,B7,4
D,1/25/2018 7:15:00 PM,Delta Air Lines,5706,15,3
D,1/25/2018 7:15:00 PM,Southwest Airlines,428,D3,4
D,1/25/2018 7:15:00 PM,Southwest Airlines,286,C2,4
D,1/25/2018 7:15:00 PM,Southwest Airlines,957,C7,4
A,1/25/2018 7:15:00 PM,American Airlines,522,A19,4
A,1/25/2018 7:15:00 PM,Southwest Airlines,538,D5,4
A,1/25/2018 7:20:00 PM,Southwest Airlines,1041,C8,4
D,1/25/2018 7:25:00 PM,Southwest Airlines,1096,C6,4
D,1/25/2018 7:25:00 PM,Southwest Airlines,5967,C14,4
A,1/25/2018 7:25:00 PM,Southwest Airlines,1407,D1,4
A,1/25/2018 7:25:00 PM,Southwest Airlines,494,C18,4
A,1/25/2018 7:26:00 PM,American Airlines,2989,B18,4
D,1/25/2018 7:30:00 PM,Southwest Airlines,6421,C19,4
A,1/25/2018 7:30:00 PM,American Airlines,777,A29,4
A,1/25/2018 7:30:00 PM,Southwest Airlines,2016,C6,4
A,1/25/2018 7:32:00 PM,Alaska Airlines,646,10,2
A,1/25/2018 7:33:00 PM,American Airlines,5902,B22,4
D,1/25/2018 7:35:00 PM,Southwest Airlines,756,C13,4
A,1/25/2018 7:36:00 PM,WestJet,1464,B23,4
D,1/25/2018 7:40:00 PM,American Airlines,3050,B15A,4
D,1/25/2018 7:40:00 PM,Delta Air Lines,5768,16,3
D,1/25/2018 7:40:00 PM,Southwest Airlines,2139,D1,4
A,1/25/2018 7:40:00 PM,Air Canada,1838,B28,4
D,1/25/2018 7:45:00 PM,American Airlines,814,A6,4
D,1/25/2018 7:46:00 PM,American Airlines,5950,B5,4
D,1/25/2018 7:46:00 PM,American Airlines,5952,B5,4
D,1/25/2018 7:47:00 PM,American Airlines,5868,A1,4
D,1/25/2018 7:49:00 PM,American Airlines,5926,B21,4
D,1/25/2018 7:50:00 PM,American Airlines,440,B6,4
D,1/25/2018 7:50:00 PM,United Airlines,5759,3,2
D,1/25/2018 7:50:00 PM,Southwest Airlines,184,D6,4
A,1/25/2018 7:50:00 PM,Southwest Airlines,847,C7,4
A,1/25/2018 7:50:00 PM,Southwest Airlines,462,C16,4
A,1/25/2018 7:50:00 PM,Southwest Airlines,1724,D3,4
D,1/25/2018 7:51:00 PM,American Airlines,615,A24,4
D,1/25/2018 7:52:00 PM,American Airlines,477,B24,4
D,1/25/2018 7:55:00 PM,Southwest Airlines,538,D7,4
A,1/25/2018 7:55:00 PM,American Airlines,779,A26,4
A,1/25/2018 7:55:00 PM,American Airlines,515,B27,4
A,1/25/2018 7:55:00 PM,Southwest Airlines,823,C3,4
D,1/25/2018 7:57:00 PM,Frontier Airlines,756,20,3
A,1/25/2018 7:57:00 PM,American Airlines,5958,B21,4
D,1/25/2018 7:59:00 PM,American Airlines,1171,A20,4
D,1/25/2018 8:00:00 PM,American Airlines,3163,B1,4
D,1/25/2018 8:00:00 PM,American Airlines,1017,A5,4
D,1/25/2018 8:00:00 PM,Southwest Airlines,1041,C8,4
D,1/25/2018 8:00:00 PM,Southwest Airlines,494,C18,4
A,1/25/2018 8:00:00 PM,American Airlines,497,A9,4
A,1/25/2018 8:00:00 PM,Sun Country Airlines,607,1,2
A,1/25/2018 8:00:00 PM,Southwest Airlines,190,C6,4
A,1/25/2018 8:00:00 PM,Southwest Airlines,565,D7,4
A,1/25/2018 8:00:00 PM,Southwest Airlines,173,D8,4
A,1/25/2018 8:04:00 PM,American Airlines,635,A12,4
A,1/25/2018 8:04:00 PM,American Airlines,441,B26,4
D,1/25/2018 8:05:00 PM,American Airlines,490,B10,4
D,1/25/2018 8:05:00 PM,American Airlines,545,A7,4
D,1/25/2018 8:05:00 PM,Southwest Airlines,1918,D7,4
D,1/25/2018 8:05:00 PM,Southwest Airlines,5675,C16,4
D,1/25/2018 8:05:00 PM,Southwest Airlines,1407,C9,4
D,1/25/2018 8:05:00 PM,Southwest Airlines,2016,C6,4
A,1/25/2018 8:05:00 PM,Southwest Airlines,5483,D6,4
D,1/25/2018 8:06:00 PM,American Airlines,1160,A13,4
A,1/25/2018 8:08:00 PM,American Airlines,1435,A14,4
A,1/25/2018 8:09:00 PM,American Airlines,1587,A17,4
D,1/25/2018 8:10:00 PM,American Airlines,853,A19,4
D,1/25/2018 8:10:00 PM,American Airlines,3047,B18,4
A,1/25/2018 8:10:00 PM,American Airlines,625,A30,4
A,1/25/2018 8:12:00 PM,American Airlines,613,A7,4
A,1/25/2018 8:13:00 PM,American Airlines,528,A8,4
A,1/25/2018 8:13:00 PM,American Airlines,406,A10,4
A,1/25/2018 8:14:00 PM,American Airlines,449,A13,4
D,1/25/2018 8:15:00 PM,American Airlines,3036,B15A,4
A,1/25/2018 8:15:00 PM,American Airlines,547,A19,4
A,1/25/2018 8:15:00 PM,American Airlines,627,B6,4
A,1/25/2018 8:19:00 PM,American Airlines,5919,B5,4
A,1/25/2018 8:22:00 PM,American Airlines,3069,B18,4
A,1/25/2018 8:23:00 PM,American Airlines,3074,B20,4
A,1/25/2018 8:25:00 PM,Southwest Airlines,6345,C19,4
A,1/25/2018 8:26:00 PM,American Airlines,3052,B18,4
A,1/25/2018 8:26:00 PM,American Airlines,563,A18,4
A,1/25/2018 8:27:00 PM,American Airlines,474,A24,4
A,1/25/2018 8:27:00 PM,American Airlines,2309,A4,4
A,1/25/2018 8:28:00 PM,American Airlines,5927,B17,4
D,1/25/2018 8:29:00 PM,Alaska Airlines,649,10,2
D,1/25/2018 8:30:00 PM,Air Canada,1839,B28,4
D,1/25/2018 8:30:00 PM,WestJet,1465,B23,4
D,1/25/2018 8:30:00 PM,Southwest Airlines,847,C14,4
A,1/25/2018 8:30:00 PM,American Airlines,3062,B3,4
A,1/25/2018 8:30:00 PM,Southwest Airlines,2319,D4,4
A,1/25/2018 8:30:00 PM,Southwest Airlines,159,D5,4
A,1/25/2018 8:32:00 PM,American Airlines,452,A23,4
A,1/25/2018 8:33:00 PM,American Airlines,1932,A26,4
A,1/25/2018 8:34:00 PM,American Airlines,516,B10,4
A,1/25/2018 8:34:00 PM,American Airlines,1488,A25,4
A,1/25/2018 8:34:00 PM,American Airlines,2087,B9,4
D,1/25/2018 8:35:00 PM,Southwest Airlines,190,C6,4
A,1/25/2018 8:35:00 PM,American Airlines,626,A20,4
A,1/25/2018 8:35:00 PM,American Airlines,1715,A6,4
A,1/25/2018 8:35:00 PM,American Airlines,2063,B4,4
A,1/25/2018 8:35:00 PM,American Airlines,5928,A1,4
A,1/25/2018 8:37:00 PM,Delta Air Lines,1516,23,3
A,1/25/2018 8:38:00 PM,Delta Air Lines,2887,15,3
D,1/25/2018 8:40:00 PM,British Airways,288,B25,4
A,1/25/2018 8:40:00 PM,Southwest Airlines,6140,C3,4
A,1/25/2018 8:40:00 PM,Southwest Airlines,1989,C1,4
A,1/25/2018 8:40:00 PM,Southwest Airlines,739,C8,4
D,1/25/2018 8:45:00 PM,Southwest Airlines,6314,C7,4
D,1/25/2018 8:45:00 PM,Southwest Airlines,823,C3,4
A,1/25/2018 8:45:00 PM,United Airlines,322,6B,2
A,1/25/2018 8:45:00 PM,Southwest Airlines,2130,C16,4
A,1/25/2018 8:50:00 PM,Southwest Airlines,1755,C17,4
A,1/25/2018 8:50:00 PM,Southwest Airlines,6258,C2,4
A,1/25/2018 8:50:00 PM,Southwest Airlines,1796,D6,4
A,1/25/2018 8:50:00 PM,Southwest Airlines,5826,C14,4
A,1/25/2018 8:55:00 PM,Southwest Airlines,2033,C13,4
A,1/25/2018 9:00:00 PM,Southwest Airlines,5765,C7,4
A,1/25/2018 9:00:00 PM,Southwest Airlines,1904,C11,4
D,1/25/2018 9:05:00 PM,American Airlines,3054,B1A,4
D,1/25/2018 9:05:00 PM,American Airlines,5961,B17,4
A,1/25/2018 9:05:00 PM,United Airlines,1115,6B,2
A,1/25/2018 9:05:00 PM,Southwest Airlines,1371,C19,4
A,1/25/2018 9:06:00 PM,United Airlines,594,7,2
D,1/25/2018 9:10:00 PM,American Airlines,640,A23,4
A,1/25/2018 9:10:00 PM,Southwest Airlines,483,C18,4
A,1/25/2018 9:10:00 PM,Southwest Airlines,714,C9,4
D,1/25/2018 9:11:00 PM,American Airlines,528,A8,4
D,1/25/2018 9:12:00 PM,American Airlines,497,A9,4
D,1/25/2018 9:13:00 PM,American Airlines,1286,A11,4
D,1/25/2018 9:14:00 PM,American Airlines,583,A12,4
D,1/25/2018 9:15:00 PM,American Airlines,547,A2,4
D,1/25/2018 9:15:00 PM,American Airlines,3062,B3,4
D,1/25/2018 9:15:00 PM,American Airlines,3053,B18,4
D,1/25/2018 9:15:00 PM,American Airlines,3131,B15B,4
D,1/25/2018 9:15:00 PM,Southwest Airlines,368,D6,4
D,1/25/2018 9:15:00 PM,Southwest Airlines,6016,C19,4
D,1/25/2018 9:16:00 PM,American Airlines,5711,B22,4
D,1/25/2018 9:16:00 PM,American Airlines,6003,B2,4
A,1/25/2018 9:16:00 PM,American Airlines,1428,A11,4
D,1/25/2018 9:17:00 PM,American Airlines,3174,B18,4
D,1/25/2018 9:17:00 PM,American Airlines,5816,B16,4
D,1/25/2018 9:18:00 PM,American Airlines,5965,B20,4
D,1/25/2018 9:20:00 PM,American Airlines,2637,A17,4
D,1/25/2018 9:20:00 PM,American Airlines,5989,B19,4
D,1/25/2018 9:20:00 PM,Southwest Airlines,739,C8,4
D,1/25/2018 9:25:00 PM,American Airlines,1372,A4,4
D,1/25/2018 9:25:00 PM,American Airlines,1926,A6,4
D,1/25/2018 9:25:00 PM,American Airlines,627,B26,4
D,1/25/2018 9:25:00 PM,Southwest Airlines,1989,C1,4
D,1/25/2018 9:25:00 PM,Southwest Airlines,6258,C2,4
D,1/25/2018 9:25:00 PM,Southwest Airlines,159,C3,4
D,1/25/2018 9:25:00 PM,Southwest Airlines,2130,C16,4
A,1/25/2018 9:25:00 PM,Southwest Airlines,6101,C4,4
D,1/25/2018 9:30:00 PM,American Airlines,1932,A3,4
A,1/25/2018 9:30:00 PM,Delta Air Lines,5713,18,3
A,1/25/2018 9:30:00 PM,Hawaiian Airlines,36,24,3
A,1/25/2018 9:31:00 PM,American Airlines,1881,A5,4
A,1/25/2018 9:34:00 PM,American Airlines,3061,B5,4
D,1/25/2018 9:35:00 PM,American Airlines,2519,A25,4
A,1/25/2018 9:35:00 PM,Southwest Airlines,440,C8,4
D,1/25/2018 9:40:00 PM,American Airlines,626,A18,4
D,1/25/2018 9:45:00 PM,American Airlines,452,A30,4
A,1/25/2018 9:45:00 PM,Southwest Airlines,472,D8,4
A,1/25/2018 9:45:00 PM,Frontier Airlines,1445,20,3
A,1/25/2018 9:46:00 PM,WestJet,1494,B23,4
A,1/25/2018 9:47:00 PM,American Airlines,464,A8,4
A,1/25/2018 9:50:00 PM,Southwest Airlines,581,C1,4
A,1/25/2018 9:53:00 PM,American Airlines,620,B12,4
A,1/25/2018 9:54:00 PM,American Airlines,2311,A9,4
D,1/25/2018 9:55:00 PM,Southwest Airlines,2033,C13,4
D,1/25/2018 9:55:00 PM,Southwest Airlines,5765,C7,4
D,1/25/2018 9:55:00 PM,Southwest Airlines,1904,C11,4
D,1/25/2018 9:55:00 PM,Southwest Airlines,714,C9,4
A,1/25/2018 9:55:00 PM,Southwest Airlines,1568,C6,4
A,1/25/2018 9:56:00 PM,American Airlines,5992,B18,4
A,1/25/2018 9:57:00 PM,American Airlines,1370,A20,4
A,1/25/2018 9:59:00 PM,JetBlue Airways,603,26,3
A,1/25/2018 9:59:00 PM,American Airlines,2396,A25,4
D,1/25/2018 10:00:00 PM,Southwest Airlines,1371,C19,4
A,1/25/2018 10:00:00 PM,American Airlines,5987,B19,4
A,1/25/2018 10:03:00 PM,American Airlines,5963,B16,4
A,1/25/2018 10:08:00 PM,American Airlines,513,B25,4
A,1/25/2018 10:09:00 PM,American Airlines,5758,B2,4
D,1/25/2018 10:10:00 PM,Southwest Airlines,483,C18,4
A,1/25/2018 10:10:00 PM,American Airlines,5761,B22,4
A,1/25/2018 10:13:00 PM,American Airlines,1754,A30,4
A,1/25/2018 10:14:00 PM,American Airlines,1774,A3,4
D,1/25/2018 10:15:00 PM,Southwest Airlines,6101,C4,4
A,1/25/2018 10:15:00 PM,Delta Air Lines,1279,19,3
A,1/25/2018 10:15:00 PM,American Airlines,564,A4,4
A,1/25/2018 10:15:00 PM,Frontier Airlines,1879,25,3
A,1/25/2018 10:15:00 PM,Southwest Airlines,5769,C7,4
A,1/25/2018 10:19:00 PM,American Airlines,514,A6,4
A,1/25/2018 10:20:00 PM,American Airlines,1445,A23,4
A,1/25/2018 10:22:00 PM,Delta Air Lines,2559,17,3
D,1/25/2018 10:25:00 PM,Southwest Airlines,472,C17,4
A,1/25/2018 10:25:00 PM,American Airlines,3046,B16,4
A,1/25/2018 10:25:00 PM,Delta Air Lines,1688,16,3
A,1/25/2018 10:25:00 PM,Southwest Airlines,897,C16,4
D,1/25/2018 10:30:00 PM,Southwest Airlines,440,C8,4
D,1/25/2018 10:30:00 PM,Southwest Airlines,6063,C1,4
A,1/25/2018 10:31:00 PM,United Airlines,2142,6B,2
A,1/25/2018 10:33:00 PM,American Airlines,561,A18,4
D,1/25/2018 10:40:00 PM,American Airlines,5967,B2,4
A,1/25/2018 10:40:00 PM,Southwest Airlines,1131,C19,4
A,1/25/2018 10:41:00 PM,United Airlines,483,5,2
A,1/25/2018 10:44:00 PM,Delta Air Lines,5734,18,3
D,1/25/2018 10:45:00 PM,American Airlines,1872,A26,4
D,1/25/2018 10:45:00 PM,American Airlines,464,A13,4
D,1/25/2018 10:45:00 PM,American Airlines,3061,B5,4
D,1/25/2018 10:47:00 PM,American Airlines,5955,B16,4
D,1/25/2018 10:49:00 PM,JetBlue Airways,136,26,3
D,1/25/2018 10:50:00 PM,American Airlines,1774,A7,4
D,1/25/2018 10:50:00 PM,Southwest Airlines,1568,C6,4
D,1/25/2018 10:50:00 PM,Southwest Airlines,5769,C7,4
A,1/25/2018 10:50:00 PM,Southwest Airlines,1784,C2,4
A,1/25/2018 10:55:00 PM,Delta Air Lines,424,15,3
A,1/25/2018 10:55:00 PM,Southwest Airlines,5998,C13,4
D,1/25/2018 10:59:00 PM,American Airlines,1280,A20,4
D,1/25/2018 10:59:00 PM,American Airlines,2396,A11,4
D,1/25/2018 11:05:00 PM,American Airlines,3057,B20,4
A,1/25/2018 11:05:00 PM,Frontier Airlines,1883,26,3
A,1/25/2018 11:06:00 PM,United Airlines,1611,3,2
A,1/26/2018 1:00:00 PM,Southwest Airlines,6956,D3,4
D,1/26/2018 1:00:00 PM,Delta Air Lines,1921,18,3
D,1/26/2018 1:00:00 PM,Southwest Airlines,806,C14,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 1:02:00 PM,American Airlines,1271,A23,4
A,1/26/2018 1:03:00 PM,Alaska Airlines,656,11,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/26/2018 1:05:00 PM,Delta Air Lines,1799,19,3
D,1/26/2018 1:05:00 PM,Southwest Airlines,852,D6,4
A,1/26/2018 1:09:00 PM,WestJet,1770,B26,4
D,1/26/2018 1:10:00 PM,American Airlines,2527,A9,4
D,1/26/2018 1:10:00 PM,American Airlines,1986,A5,4
D,1/26/2018 1:10:00 PM,American Airlines,208,A11,4
D,1/26/2018 1:10:00 PM,American Airlines,1785,A13,4
D,1/26/2018 1:10:00 PM,American Airlines,5902,B2,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/26/2018 1:15:00 PM,WestJet,1199,B27,4
